-840	0
-839	1
-838	2
-837	2
-836	8
-835	19
-834	23
-833	37
-832	48
-831	53
-830	56
-829	59
-828	74
-827	86
-826	69
-825	100
-824	112
-823	111
-822	115
-821	107
-820	99
-819	118
-818	108
-817	105
-816	131
-815	137
-814	154
-813	121
-812	156
-811	110
-810	72
-809	60
-808	56
-807	81
-806	68
-805	43
-804	28
-803	17
-802	17
-801	31
-800	32
-799	31
-798	39
-797	38
-796	73
-795	88
-794	115
-793	99
-792	97
-791	110
-790	121
-789	114
-788	139
-787	134
-786	105
-785	94
-784	89
-783	70
-782	61
-781	63
-780	80
-779	73
-778	50
-777	48
-776	49
-775	72
-774	71
-773	61
-772	45
-771	46
-770	53
-769	56
-768	57
-767	59
-766	47
-765	57
-764	84
-763	65
-762	59
-761	71
-760	58
-759	36
-758	30
-757	27
-756	30
-755	41
-754	47
-753	67
-752	64
-751	70
-750	66
-749	78
-748	124
-747	107
-746	90
-745	78
-744	94
-743	76
-742	93
-741	146
-740	155
-739	112
-738	93
-737	107
-736	113
-735	110
-734	88
-733	89
-732	103
-731	140
-730	200
-729	206
-728	217
-727	219
-726	222
-725	279
-724	293
-723	326
-722	376
-721	434
-720	457
-719	512
-718	522
-717	573
-716	551
-715	512
-714	570
-713	621
-712	581
-711	539
-710	631
-709	621
-708	606
-707	608
-706	616
-705	628
-704	635
-703	690
-702	743
-701	756
-700	728
-699	674
-698	706
-697	768
-696	832
-695	766
-694	693
-693	682
-692	642
-691	622
-690	614
-689	654
-688	683
-687	686
-686	713
-685	731
-684	869
-683	966
-682	1050
-681	1029
-680	960
-679	831
-678	794
-677	738
-676	755
-675	804
-674	756
-673	780
-672	801
-671	731
-670	715
-669	649
-668	658
-667	655
-666	651
-665	593
-664	613
-663	556
-662	559
-661	560
-660	537
-659	533
-658	535
-657	550
-656	559
-655	524
-654	457
-653	416
-652	391
-651	346
-650	297
-649	295
-648	261
-647	229
-646	234
-645	228
-644	195
-643	143
-642	122
-641	145
-640	153
-639	138
-638	116
-637	103
-636	93
-635	87
-634	119
-633	84
-632	74
-631	65
-630	55
-629	51
-628	58
-627	57
-626	62
-625	52
-624	51
-623	35
-622	26
-621	37
-620	42
-619	46
-618	44
-617	58
-616	53
-615	44
-614	53
-613	44
-612	43
-611	39
-610	24
-609	17
-608	11
-607	14
-606	23
-605	34
-604	32
-603	36
-602	44
-601	48
-600	86
-599	134
-598	136
-597	169
-596	184
-595	224
-594	279
-593	287
-592	289
-591	304
-590	318
-589	367
-588	355
-587	336
-586	305
-585	312
-584	331
-583	292
-582	334
-581	321
-580	287
-579	256
-578	252
-577	278
-576	302
-575	317
-574	393
-573	416
-572	458
-571	450
-570	430
-569	384
-568	387
-567	437
-566	459
-565	501
-564	469
-563	425
-562	401
-561	385
-560	379
-559	306
-558	357
-557	349
-556	320
-555	289
-554	279
-553	283
-552	270
-551	289
-550	276
-549	229
-548	270
-547	267
-546	247
-545	248
-544	262
-543	241
-542	226
-541	213
-540	245
-539	240
-538	246
-537	262
-536	272
-535	254
-534	250
-533	208
-532	241
-531	247
-530	250
-529	268
-528	283
-527	324
-526	395
-525	370
-524	328
-523	299
-522	292
-521	293
-520	309
-519	306
-518	319
-517	323
-516	323
-515	311
-514	321
-513	390
-512	374
-511	411
-510	464
-509	495
-508	553
-507	545
-506	518
-505	504
-504	481
-503	575
-502	656
-501	632
-500	677
-499	670
-498	627
-497	659
-496	653
-495	733
-494	686
-493	669
-492	591
-491	669
-490	716
-489	684
-488	730
-487	770
-486	786
-485	806
-484	870
-483	819
-482	799
-481	762
-480	771
-479	715
